msgtype,time,raw
GPS,2026-03-31T16:15:20.5999799+03:00,"GPS;77813980;0;6;220538600;2412;10;1.21;-35.3670363;149.1652231;1114.16;49.63;180.20804;-23.982;0;1"
GPS,2026-03-31T16:15:20.8009130+03:00,"GPS;78014913;0;6;220538800;2412;10;1.21;-35.3671257;149.1652227;1118.79;49.544003;180.21103;-22.098001;0;1"
GPS,2026-03-31T16:15:21.0008450+03:00,"GPS;78214845;0;6;220539000;2412;10;1.21;-35.3672145;149.1652222;1123.02;49.403004;180.21672;-20.211;0;1"
GPS,2026-03-31T16:15:21.2007780+03:00,"GPS;78414778;0;6;220539200;2412;10;1.21;-35.3673031;149.1652219;1126.87;49.215004;180.23119;-18.335001;0;1"
GPS,2026-03-31T16:15:21.4007109+03:00,"GPS;78614711;0;6;220539400;2412;10;1.21;-35.3673914;149.1652214;1130.35;49.029003;180.24315;-16.489;0;1"
GPS,2026-03-31T16:15:21.6006440+03:00,"GPS;78814644;0;6;220539600;2412;10;1.21;-35.3674793;149.165221;1133.47;48.845;180.25288;-14.676001;0;1"
GPS,2026-03-31T16:15:21.8005770+03:00,"GPS;79014577;0;6;220539800;2412;10;1.21;-35.3675669;149.1652205;1136.23;48.649002;180.27025;-12.906;0;1"
GPS,2026-03-31T16:15:22.0005090+03:00,"GPS;79214509;0;6;220540000;2412;10;1.21;-35.367654;149.1652199;1138.63;48.433002;180.29004;-11.182;0;1"
GPS,2026-03-31T16:15:22.2004419+03:00,"GPS;79414442;0;6;220540200;2412;10;1.21;-35.3677409;149.1652194;1140.7;48.209003;180.29759;-9.490001;0;1"
GPS,2026-03-31T16:15:22.4003750+03:00,"GPS;79614375;0;6;220540400;2412;10;1.21;-35.3678273;149.1652189;1142.43;47.981003;180.3156;-7.8410006;0;1"
GPS,2026-03-31T16:15:22.6003080+03:00,"GPS;79814308;0;6;220540600;2412;10;1.21;-35.3679133;149.1652183;1143.84;47.757004;180.35121;-6.2400002;0;1"
GPS,2026-03-31T16:15:22.8002409+03:00,"GPS;80014241;0;6;220540800;2412;10;1.21;-35.367999;149.1652176;1144.92;47.541;180.3825;-4.6470003;0;1"
GPS,2026-03-31T16:15:23.0001729+03:00,"GPS;80214173;0;6;220541000;2412;10;1.21;-35.3680842;149.1652169;1145.7;47.334003;180.43927;-3.075;0;1"
GPS,2026-03-31T16:15:23.2001060+03:00,"GPS;80414106;0;6;220541200;2412;10;1.21;-35.368169;149.1652159;1146.16;47.139004;180.51697;-1.5430001;0;1"
GPS,2026-03-31T16:15:23.4000390+03:00,"GPS;80614039;0;6;220541400;2412;10;1.21;-35.3682535;149.165215;1146.31;46.955;180.58623;-0.015000001;0;1"
GPS,2026-03-31T16:15:23.5999719+03:00,"GPS;80813972;0;6;220541600;2412;10;1.21;-35.3683379;149.1652138;1146.16;46.781002;180.67061;1.496;0;1"
GPS,2026-03-31T16:15:23.8009039+03:00,"GPS;81014904;0;6;220541800;2412;10;1.21;-35.368422;149.1652125;1145.71;46.622;180.76001;2.9670002;0;1"
GPS,2026-03-31T16:15:24.0008370+03:00,"GPS;81214837;0;6;220542000;2412;10;1.21;-35.3685057;149.1652111;1144.97;46.476;180.83084;4.4300003;0;1"
GPS,2026-03-31T16:15:24.2007700+03:00,"GPS;81414770;0;6;220542200;2412;10;1.21;-35.368589;149.1652096;1143.94;46.344;180.91794;5.874;0;1"
GPS,2026-03-31T16:15:24.4007029+03:00,"GPS;81614703;0;6;220542400;2412;10;1.21;-35.3686722;149.1652078;1142.63;46.229004;181.01659;7.2770004;0;1"
GPS,2026-03-31T16:15:24.6006349+03:00,"GPS;81814635;0;6;220542600;2412;10;1.21;-35.3687551;149.1652059;1141.03;46.128002;181.10269;8.676001;0;1"
GPS,2026-03-31T16:15:24.8005680+03:00,"GPS;82014568;0;6;220542800;2412;10;1.21;-35.3688379;149.1652039;1139.15;46.042004;181.20392;10.059;0;1"
GPS,2026-03-31T16:15:25.0005010+03:00,"GPS;82214501;0;6;220543000;2412;10;1.21;-35.3689205;149.1652017;1137.01;45.977;181.31105;11.397;0;1"
GPS,2026-03-31T16:15:25.2004339+03:00,"GPS;82414434;0;6;220543200;2412;10;1.21;-35.3690031;149.1651993;1134.59;45.926003;181.3988;12.731001;0;1"
GPS,2026-03-31T16:15:25.4003670+03:00,"GPS;82614367;0;6;220543400;2412;10;1.21;-35.3690856;149.1651967;1131.91;45.891003;181.50305;14.048;0;1"
GPS,2026-03-31T16:15:25.6002990+03:00,"GPS;82814299;0;6;220543600;2412;10;1.21;-35.369168;149.1651939;1128.97;45.88;181.61693;15.321001;0;1"
GPS,2026-03-31T16:15:25.8002320+03:00,"GPS;83014232;0;6;220543800;2412;10;1.21;-35.3692504;149.165191;1125.78;45.883003;181.71208;16.59;0;1"
GPS,2026-03-31T16:15:26.0001649+03:00,"GPS;83214165;0;6;220544000;2412;10;1.21;-35.3693327;149.165188;1122.34;45.915;181.7292;17.811;0;1"
GPS,2026-03-31T16:15:26.2000980+03:00,"GPS;83414098;0;6;220544200;2412;10;1.21;-35.3694152;149.1651853;1118.63;45.762;181.34462;19.446001;0;1"
GPS,2026-03-31T16:15:26.4000310+03:00,"GPS;83614031;0;6;220544400;2412;10;1.21;-35.3694971;149.1651829;1114.54;45.454002;181.38878;21.374;0;1"
GPS,2026-03-31T16:15:26.5999630+03:00,"GPS;83813963;0;6;220544600;2412;10;1.21;-35.3695787;149.1651804;1110.08;45.196003;181.36913;23.070002;0;1"
GPS,2026-03-31T16:15:26.8008959+03:00,"GPS;84014896;0;6;220544800;2412;10;1.21;-35.3696597;149.1651781;1105.27;44.750004;181.32529;24.944;0;1"
GPS,2026-03-31T16:15:27.0008290+03:00,"GPS;84214829;0;6;220545000;2412;10;1.21;-35.3697397;149.1651757;1100.12;44.422;181.44244;26.567001;0;1"
GPS,2026-03-31T16:15:27.2007620+03:00,"GPS;84414762;0;6;220545200;2412;10;1.21;-35.3698191;149.1651735;1094.63;43.988003;181.28113;28.334002;0;1"
GPS,2026-03-31T16:15:27.4006940+03:00,"GPS;84614694;0;6;220545400;2412;10;1.21;-35.3698978;149.1651712;1088.79;43.631;181.46814;30.023;0;1"
GPS,2026-03-31T16:15:27.6006269+03:00,"GPS;84814627;0;6;220545600;2412;10;1.21;-35.3699759;149.1651688;1082.62;43.285004;181.306;31.693;0;1"
GPS,2026-03-31T16:15:27.8005600+03:00,"GPS;85014560;0;6;220545800;2412;10;1.21;-35.3700533;149.1651666;1076.1;42.917004;181.43944;33.432003;0;1"
GPS,2026-03-31T16:15:28.0004930+03:00,"GPS;85214493;0;6;220546000;2412;10;1.21;-35.3701302;149.1651642;1069.26;42.619003;181.35219;35.063004;0;1"
GPS,2026-03-31T16:15:28.2004260+03:00,"GPS;85414426;0;6;220546200;2412;10;1.21;-35.3702064;149.165162;1062.07;42.266003;181.41371;36.784;0;1"
GPS,2026-03-31T16:15:28.4003579+03:00,"GPS;85614358;0;6;220546400;2412;10;1.21;-35.370282;149.1651598;1054.55;41.969;181.38196;38.417004;0;1"
GPS,2026-03-31T16:15:28.6002910+03:00,"GPS;85814291;0;6;220546600;2412;10;1.21;-35.3703571;149.1651575;1046.69;41.645;181.40384;40.087;0;1"
GPS,2026-03-31T16:15:28.8002240+03:00,"GPS;86014224;0;6;220546800;2412;10;1.21;-35.3704316;149.1651552;1038.51;41.323;181.39996;41.724003;0;1"
GPS,2026-03-31T16:15:29.0001570+03:00,"GPS;86214157;0;6;220547000;2412;10;1.21;-35.3705055;149.1651531;1030.01;41.027;181.39589;43.329002;0;1"
GPS,2026-03-31T16:15:29.2000899+03:00,"GPS;86414090;0;6;220547200;2412;10;1.21;-35.3705789;149.1651509;1021.18;40.664;181.42552;44.956;0;1"
GPS,2026-03-31T16:15:29.4000220+03:00,"GPS;86614022;0;6;220547400;2412;10;1.21;-35.3706517;149.1651486;1012.03;40.390003;181.3706;46.497;0;1"
GPS,2026-03-31T16:15:29.5999550+03:00,"GPS;86813955;0;6;220547600;2412;10;1.21;-35.370724;149.1651465;1002.54;39.992;181.48204;48.103;0;1"
GPS,2026-03-31T16:15:29.8008880+03:00,"GPS;87014888;0;6;220547800;2412;10;1.21;-35.3707959;149.1651443;992.75;39.718002;181.31685;49.61;0;1"
GPS,2026-03-31T16:15:30.0008200+03:00,"GPS;87214820;0;6;220548000;2412;10;1.21;-35.3708668;149.1651422;982.67;39.346;181.547;51.144;0;1"
GPS,2026-03-31T16:15:30.2007529+03:00,"GPS;87414753;0;6;220548200;2412;10;1.21;-35.3709372;149.1651401;972.3;38.996002;181.2736;52.669003;0;1"
GPS,2026-03-31T16:15:30.4006860+03:00,"GPS;87614686;0;6;220548400;2412;10;1.21;-35.371007;149.1651379;961.61;38.742;181.55588;54.079002;0;1"
GPS,2026-03-31T16:15:30.6006190+03:00,"GPS;87814619;0;6;220548600;2412;10;1.21;-35.3710762;149.1651359;950.64;38.232002;181.35484;55.667004;0;1"
GPS,2026-03-31T16:15:30.8005519+03:00,"GPS;88014552;0;6;220548800;2412;10;1.21;-35.3711447;149.1651337;939.38;38.121002;181.38344;56.955;0;1"
GPS,2026-03-31T16:15:31.0004839+03:00,"GPS;88214484;0;6;220549000;2412;10;1.21;-35.3712126;149.1651317;927.82;37.547;181.61525;58.523003;0;1"
GPS,2026-03-31T16:15:31.2004170+03:00,"GPS;88414417;0;6;220549200;2412;10;1.21;-35.37128;149.1651296;916;37.329002;181.14612;59.858;0;1"
GPS,2026-03-31T16:15:31.4003500+03:00,"GPS;88614350;0;6;220549400;2412;10;1.21;-35.3713465;149.1651274;903.87;37.053;181.70073;61.187004;0;1"
GPS,2026-03-31T16:15:31.6002829+03:00,"GPS;88814283;0;6;220549600;2412;10;1.21;-35.3714127;149.1651256;891.49;36.422;181.35933;62.723003;0;1"
GPS,2026-03-31T16:15:31.8002160+03:00,"GPS;89014216;0;6;220549800;2412;10;1.21;-35.3714782;149.1651233;878.83;36.436;181.22621;63.860004;0;1"
GPS,2026-03-31T16:15:32.0001480+03:00,"GPS;89214148;0;6;220550000;2412;10;1.21;-35.3715428;149.1651215;865.9;35.885002;181.85344;65.286;0;1"
GPS,2026-03-31T16:15:32.2000810+03:00,"GPS;89414081;0;6;220550200;2412;10;1.21;-35.3716072;149.1651196;852.73;35.38;181.14107;66.678;0;1"
GPS,2026-03-31T16:15:32.4000139+03:00,"GPS;89614014;0;6;220550400;2412;10;1.21;-35.3716706;149.1651174;839.28;35.461002;181.33096;67.73;0;1"
GPS,2026-03-31T16:15:32.6009459+03:00,"GPS;89814946;0;6;220550600;2412;10;1.21;-35.3717336;149.1651157;825.53;34.773003;181.9532;69.158005;0;1"
GPS,2026-03-31T16:15:32.8008790+03:00,"GPS;90014879;0;6;220550800;2412;10;1.21;-35.3717963;149.1651138;811.56;34.281002;181.07387;70.475006;0;1"
GPS,2026-03-31T16:15:33.0008120+03:00,"GPS;90214812;0;6;220551000;2412;10;1.21;-35.3718578;149.1651116;797.37;34.436;181.22696;71.448006;0;1"
GPS,2026-03-31T16:15:33.2007449+03:00,"GPS;90414745;0;6;220551200;2412;10;1.21;-35.3719187;149.1651099;782.92;33.798;182.07628;72.774;0;1"
GPS,2026-03-31T16:15:33.4006780+03:00,"GPS;90614678;0;6;220551400;2412;10;1.21;-35.3719793;149.1651082;768.25;33.100002;181.26201;74.111;0;1"
GPS,2026-03-31T16:15:33.6006100+03:00,"GPS;90814610;0;6;220551600;2412;10;1.21;-35.372039;149.165106;753.35;33.282;180.87317;75.033005;0;1"
GPS,2026-03-31T16:15:33.8005430+03:00,"GPS;91014543;0;6;220551800;2412;10;1.21;-35.3720979;149.1651041;738.2;33.001003;181.97385;76.132;0;1"
GPS,2026-03-31T16:15:34.0004759+03:00,"GPS;91214476;0;6;220552000;2412;10;1.21;-35.3721564;149.1651026;722.83;32.045002;181.91577;77.50201;0;1"
GPS,2026-03-31T16:15:34.2004090+03:00,"GPS;91414409;0;6;220552200;2412;10;1.21;-35.3722145;149.1651007;707.26;31.821001;180.7482;78.549;0;1"
GPS,2026-03-31T16:15:34.4003420+03:00,"GPS;91614342;0;6;220552400;2412;10;1.21;-35.3722716;149.1650986;691.45;32.065002;181.112;79.383;0;1"
GPS,2026-03-31T16:15:34.6002740+03:00,"GPS;91814274;0;6;220552600;2412;10;1.21;-35.3723279;149.165097;675.43;31.499;182.27728;80.520004;0;1"
GPS,2026-03-31T16:15:34.8002069+03:00,"GPS;92014207;0;6;220552800;2412;10;1.21;-35.3723839;149.1650955;659.21;30.539001;181.87329;81.788;0;1"
GPS,2026-03-31T16:15:35.0001400+03:00,"GPS;92214140;0;6;220553000;2412;10;1.21;-35.3724395;149.1650937;642.8;30.376001;180.62187;82.73701;0;1"
GPS,2026-03-31T16:15:35.2000730+03:00,"GPS;92414073;0;6;220553200;2412;10;1.21;-35.3724941;149.1650916;626.17;30.668001;180.87689;83.498;0;1"
GPS,2026-03-31T16:15:35.4000059+03:00,"GPS;92614006;0;6;220553400;2412;10;1.21;-35.3725478;149.16509;609.32;30.291002;182.19107;84.483;0;1"
GPS,2026-03-31T16:15:35.6009379+03:00,"GPS;92814938;0;6;220553600;2412;10;1.21;-35.3726014;149.1650886;592.26;29.295002;182.4326;85.66901;0;1"
GPS,2026-03-31T16:15:35.8008710+03:00,"GPS;93014871;0;6;220553800;2412;10;1.21;-35.3726545;149.165087;575.02;28.692001;181.17429;86.69701;0;1"
GPS,2026-03-31T16:15:36.0008040+03:00,"GPS;93214804;0;6;220554000;2412;10;1.21;-35.3727068;149.1650851;557.63;28.862001;180.30516;87.44701;0;1"
GPS,2026-03-31T16:15:36.2007369+03:00,"GPS;93414737;0;6;220554200;2412;10;1.21;-35.3727583;149.1650832;540.05;29.069002;181.03783;88.16701;0;1"
GPS,2026-03-31T16:15:36.4006689+03:00,"GPS;93614669;0;6;220554400;2412;10;1.21;-35.372809;149.1650817;522.28;28.604002;182.37433;89.090004;0;1"
GPS,2026-03-31T16:15:36.6006020+03:00,"GPS;93814602;0;6;220554600;2412;10;1.21;-35.3728593;149.1650804;504.34;27.636002;182.70352;90.151;0;1"
GPS,2026-03-31T16:15:36.8005350+03:00,"GPS;94014535;0;6;220554800;2412;10;1.21;-35.3729091;149.165079;486.25;26.899002;181.61743;91.117004;0;1"
GPS,2026-03-31T16:15:37.0004679+03:00,"GPS;94214468;0;6;220555000;2412;10;1.21;-35.3729584;149.1650773;467.98;26.824001;180.33516;91.869;0;1"
GPS,2026-03-31T16:15:37.2004010+03:00,"GPS;94414401;0;6;220555200;2412;10;1.21;-35.373007;149.1650755;449.55;27.109001;180.19681;92.49901;0;1"
GPS,2026-03-31T16:15:37.4003330+03:00,"GPS;94614333;0;6;220555400;2412;10;1.21;-35.3730548;149.1650738;430.95;27.155;181.24321;93.184006;0;1"
GPS,2026-03-31T16:15:37.6002660+03:00,"GPS;94814266;0;6;220555600;2412;10;1.21;-35.3731018;149.1650723;412.19;26.662;182.52585;94.008;0;1"
GPS,2026-03-31T16:15:37.8001989+03:00,"GPS;95014199;0;6;220555800;2412;10;1.21;-35.3731485;149.165071;393.28;25.789001;183.0426;94.920006;0;1"
GPS,2026-03-31T16:15:38.0001320+03:00,"GPS;95214132;0;6;220556000;2412;10;1.21;-35.3731948;149.1650698;374.24;24.960001;182.40901;95.797005;0;1"
GPS,2026-03-31T16:15:38.2000650+03:00,"GPS;95414065;0;6;220556200;2412;10;1.21;-35.3732405;149.1650684;355.04;24.526001;181.09543;96.551;0;1"
GPS,2026-03-31T16:15:38.3999970+03:00,"GPS;95613997;0;6;220556400;2412;10;1.21;-35.3732856;149.1650668;335.7;24.532001;180.02629;97.178;0;1"
GPS,2026-03-31T16:15:38.6009299+03:00,"GPS;95814930;0;6;220556600;2412;10;1.21;-35.3733301;149.1650652;316.15;24.730001;179.81648;97.745;0;1"
GPS,2026-03-31T16:15:38.8008630+03:00,"GPS;96014863;0;6;220556800;2412;10;1.21;-35.373374;149.1650636;296.48;24.835001;180.47516;98.32101;0;1"
GPS,2026-03-31T16:15:39.0007950+03:00,"GPS;96214795;0;6;220557000;2412;10;1.21;-35.3734171;149.1650622;276.72;24.667002;181.61029;98.951004;0;1"
GPS,2026-03-31T16:15:39.2007280+03:00,"GPS;96414728;0;6;220557200;2412;10;1.21;-35.3734597;149.1650609;256.83;24.183;182.70784;99.645004;0;1"
GPS,2026-03-31T16:15:39.4006609+03:00,"GPS;96614661;0;6;220557400;2412;10;1.21;-35.3735018;149.1650596;236.8;23.482;183.35052;100.37401;0;1"
GPS,2026-03-31T16:15:39.6005940+03:00,"GPS;96814594;0;6;220557600;2412;10;1.21;-35.3735433;149.1650585;216.66;22.728;183.32944;101.09701;0;1"
GPS,2026-03-31T16:15:39.8005270+03:00,"GPS;97014527;0;6;220557800;2412;10;1.21;-35.3735845;149.1650573;196.39;22.076;182.6832;101.77901;0;1"
GPS,2026-03-31T16:15:40.0004590+03:00,"GPS;97214459;0;6;220558000;2412;10;1.21;-35.3736251;149.165056;176.01;21.626001;181.65903;102.40101;0;1"
GPS,2026-03-31T16:15:40.2003920+03:00,"GPS;97414392;0;6;220558200;2412;10;1.21;-35.3736652;149.1650547;155.51;21.396002;180.59543;102.964005;0;1"
GPS,2026-03-31T16:15:40.4003250+03:00,"GPS;97614325;0;6;220558400;2412;10;1.21;-35.3737047;149.1650533;134.89;21.34;179.78123;103.477005;0;1"
GPS,2026-03-31T16:15:40.6002580+03:00,"GPS;97814258;0;6;220558600;2412;10;1.21;-35.3737437;149.165052;114.16;21.377;179.37051;103.961006;0;1"
GPS,2026-03-31T16:15:40.8001910+03:00,"GPS;98014191;0;6;220558800;2412;10;1.21;-35.373782;149.1650505;93.32;21.426;179.38005;104.43001;0;1"
GPS,2026-03-31T16:15:41.0001230+03:00,"GPS;98214123;0;6;220559000;2412;10;1.21;-35.3738199;149.1650492;72.37;21.428001;179.73587;104.898;0;1"
GPS,2026-03-31T16:15:41.2000559+03:00,"GPS;98414056;0;6;220559200;2412;10;1.21;-35.3738572;149.165048;51.32;21.348001;180.32544;105.37301;0;1"
GPS,2026-03-31T16:15:41.3999890+03:00,"GPS;98613989;0;6;220559400;2412;10;1.21;-35.373894;149.1650468;30.11;21.174002;181.00026;105.856;0;1"
GPS,2026-03-31T16:15:41.6009210+03:00,"GPS;98814921;0;6;220559600;2412;10;1.21;-35.3739304;149.1650455;8.81;20.917002;181.69792;106.34501;0;1"
GPS,2026-03-31T16:15:41.8008540+03:00,"GPS;99014854;0;6;220559800;2412;10;1.21;-35.3739661;149.1650444;-12.53;20.593;182.38408;106.83401;0;1"
GPS,2026-03-31T16:15:42.0007869+03:00,"GPS;99214787;0;6;220560000;2412;10;1.21;-35.3740014;149.1650433;-33.97;20.217001;182.9798;107.32201;0;1"
GPS,2026-03-31T16:15:42.2007200+03:00,"GPS;99414720;0;6;220560200;2412;10;1.21;-35.3740361;149.1650422;-55.51;19.808;183.46;107.80501;0;1"
GPS,2026-03-31T16:15:42.4006530+03:00,"GPS;99614653;0;6;220560400;2412;10;1.21;-35.3740705;149.1650412;-77.13;19.385;183.81763;108.27801;0;1"
GPS,2026-03-31T16:15:42.6005850+03:00,"GPS;99814585;0;6;220560600;2412;10;1.21;-35.3741044;149.1650401;-98.85;18.962002;184.05896;108.741005;0;1"
GPS,2026-03-31T16:15:42.8005179+03:00,"GPS;100014518;0;6;220560800;2412;10;1.21;-35.3741378;149.1650391;-120.65;18.549002;184.19916;109.19;0;1"
GPS,2026-03-31T16:15:43.0004510+03:00,"GPS;100214451;0;6;220561000;2412;10;1.21;-35.3741708;149.1650381;-142.53;18.153002;184.25824;109.62501;0;1"
GPS,2026-03-31T16:15:43.2003840+03:00,"GPS;100414384;0;6;220561200;2412;10;1.21;-35.3742033;149.1650371;-164.49;17.777;184.25801;110.047005;0;1"
GPS,2026-03-31T16:15:43.4003169+03:00,"GPS;100614317;0;6;220561400;2412;10;1.21;-35.3742353;149.165036;-186.53;17.423;184.21968;110.454;0;1"
GPS,2026-03-31T16:15:43.6002489+03:00,"GPS;100814249;0;6;220561600;2412;10;1.21;-35.3742669;149.165035;-208.65;17.092001;184.1624;110.84901;0;1"
GPS,2026-03-31T16:15:43.8001820+03:00,"GPS;101014182;0;6;220561800;2412;10;1.21;-35.3742981;149.165034;-230.84;16.781;184.10245;111.23;0;1"
GPS,2026-03-31T16:15:44.0001150+03:00,"GPS;101214115;0;6;220562000;2412;10;1.21;-35.3743288;149.165033;-253.11;16.489;184.05301;111.600006;0;1"
GPS,2026-03-31T16:15:44.2000479+03:00,"GPS;101414048;0;6;220562200;2412;10;1.21;-35.3743591;149.1650321;-275.46;16.216002;184.02414;111.95801;0;1"
GPS,2026-03-31T16:15:44.3999810+03:00,"GPS;101613981;0;6;220562400;2412;10;1.21;-35.3743891;149.1650311;-297.92;15.969001;184.05252;112.30501;0;1"
GPS,2026-03-31T16:15:44.6009130+03:00,"GPS;101814913;0;6;220562600;2412;10;1.21;-35.3744186;149.1650301;-320.46;15.738001;184.11397;112.64101;0;1"
GPS,2026-03-31T16:15:44.8008460+03:00,"GPS;102014846;0;6;220562800;2412;10;1.21;-35.3744475;149.1650291;-343.01;15.511001;184.17924;112.967;0;1"
GPS,2026-03-31T16:15:45.0007789+03:00,"GPS;102214779;0;6;220563000;2412;10;1.21;-35.374476;149.1650282;-365.62;15.300001;184.27632;113.284004;0;1"
GPS,2026-03-31T16:15:45.2007120+03:00,"GPS;102414712;0;6;220563200;2412;10;1.21;-35.3745043;149.1650272;-388.29;15.106001;184.40184;113.591;0;1"
GPS,2026-03-31T16:15:45.4006440+03:00,"GPS;102614644;0;6;220563400;2412;10;1.21;-35.374532;149.1650263;-411.02;14.928;184.54948;113.88801;0;1"
GPS,2026-03-31T16:15:45.6005770+03:00,"GPS;102814577;0;6;220563600;2412;10;1.21;-35.3745593;149.1650254;-433.82;14.767001;184.70996;114.176;0;1"
GPS,2026-03-31T16:15:45.8005099+03:00,"GPS;103014510;0;6;220563800;2412;10;1.21;-35.3745863;149.1650244;-456.68;14.624001;184.87065;114.455;0;1"
